Price,AreaSqFt,Bedrooms,Bathrooms,AgeYears,LotSizeSqFt,GarageSpaces,Stories,Neighborhood,HouseStyle,HasPool,DistanceToCityKm,SchoolRating,Renovated
240200.0,1327.0,3,2.0,13,2102.0,3,1,Maple Grove,Colonial,0,13.6,7.0,0
120800.0,500.0,2,2.0,11,800.0,1,2,Industrial Quarter,Contemporary,1,0.3,5.0,0
374700.0,2126.0,4,3.0,3,4542.0,2,1,Industrial Quarter,Contemporary,1,0.9,6.0,0
324900.0,1411.0,3,2.0,15,1795.0,2,2,Downtown Loft District,Ranch,0,26.2,2.0,0
843300.0,3326.0,6,4.0,13,5171.0,2,2,Riverside Heights,Colonial,0,3.1,5.0,0
386400.0,2228.0,4,2.0,9,2378.0,0,2,Maple Grove,Townhouse,0,2.1,8.0,1
419500.0,2225.0,4,3.0,2,3328.0,2,2,Maple Grove,Townhouse,0,11.5,7.0,1
610200.0,2869.0,4,4.0,0,3479.0,2,3,Oak Park,Colonial,1,16.4,7.0,0
447900.0,2772.0,5,4.0,31,2506.0,1,1,Oak Park,Ranch,0,16.0,4.0,0
496300.0,2118.0,5,4.0,11,2978.0,0,2,Riverside Heights,Contemporary,0,9.1,6.0,0
329400.0,1484.0,3,2.0,10,800.0,2,2,Riverside Heights,Townhouse,0,3.0,5.0,0
283900.0,1959.0,3,2.0,13,3783.0,0,1,Elm Street,Ranch,0,16.6,7.0,0
326700.0,2408.0,5,4.0,60,3848.0,2,2,Elm Street,Contemporary,0,6.5,3.0,0
308600.0,2136.0,3,3.0,12,2379.0,2,1,Elm Street,Colonial,0,4.5,6.0,0
245900.0,1604.0,3,2.0,21,1970.0,0,2,Industrial Quarter,Townhouse,0,3.9,8.0,0
303700.0,2173.0,4,3.0,4,3484.0,1,3,Maple Grove,Contemporary,0,15.2,3.0,0
432100.0,2032.0,3,2.0,21,3936.0,1,1,Lakeview,Craftsman,0,6.0,4.0,0
297500.0,1037.0,3,1.0,6,1637.0,2,1,Riverside Heights,Townhouse,0,11.7,10.0,1
371200.0,2522.0,4,3.0,37,2760.0,2,2,Elm Street,Colonial,0,5.2,5.0,0
228800.0,1056.0,1,,0,800.0,1,2,Sunset Hills,Ranch,0,10.5,7.0,0
388900.0,1886.0,4,4.0,5,2390.0,1,2,Oak Park,Colonial,0,27.9,7.0,1
115500.0,635.0,1,1.0,39,800.0,0,2,Riverside Heights,Contemporary,0,8.8,6.0,0
249900.0,1423.0,2,1.0,44,2043.0,1,1,Oak Park,Townhouse,0,0.3,6.0,0
335200.0,2113.0,3,2.0,0,2442.0,2,1,Industrial Quarter,Craftsman,0,3.0,10.0,1
148400.0,526.0,1,1.0,15,1738.0,3,1,Industrial Quarter,Colonial,1,5.1,8.0,0
331200.0,1278.0,4,3.0,8,2214.0,3,1,Oak Park,Townhouse,1,0.4,5.0,0
284400.0,1888.0,2,2.0,7,4182.0,0,2,Industrial Quarter,Townhouse,1,0.4,8.0,0
218700.0,1224.0,2,1.0,2,1073.0,2,2,Industrial Quarter,Craftsman,0,1.1,8.0,1
272200.0,1527.0,3,2.0,8,1238.0,2,1,Maple Grove,Craftsman,0,5.7,5.0,0
279400.0,1022.0,1,1.0,1,800.0,1,1,Sunset Hills,Contemporary,1,6.4,9.0,0
495700.0,1899.0,3,3.0,25,3740.0,1,3,Riverside Heights,Townhouse,0,3.8,8.0,0
327800.0,1633.0,5,4.0,21,3411.0,1,2,Elm Street,Ranch,0,6.9,8.0,0
409700.0,2273.0,6,4.0,67,3003.0,2,1,Maple Grove,Townhouse,0,14.4,8.0,1
203000.0,1050.0,1,1.0,28,1219.0,2,1,Riverside Heights,Townhouse,0,5.2,7.0,0
454500.0,2306.0,5,4.0,10,3234.0,2,2,Maple Grove,Colonial,0,2.9,9.0,0
358700.0,1727.0,3,,5,1999.0,1,3,Sunset Hills,Contemporary,1,28.9,7.0,0
500500.0,2164.0,3,2.0,4,3603.0,3,3,Riverside Heights,Craftsman,0,4.1,7.0,0
104500.0,500.0,1,1.0,3,1426.0,2,3,Industrial Quarter,Ranch,0,2.3,8.0,0
618100.0,2960.0,6,5.0,47,3301.0,1,3,Sunset Hills,Colonial,0,13.6,7.0,1
254200.0,1224.0,2,2.0,9,1643.0,3,1,Lakeview,Colonial,0,17.2,5.0,0
313400.0,1812.0,3,2.0,14,1731.0,2,1,Elm Street,Townhouse,0,10.8,10.0,0
308900.0,1833.0,3,2.0,16,2260.0,2,2,Maple Grove,Craftsman,0,7.5,4.0,0
183300.0,1440.0,3,3.0,45,2353.0,1,1,Industrial Quarter,Craftsman,0,5.3,3.0,0
276700.0,1762.0,3,1.0,3,2759.0,2,1,Elm Street,Townhouse,0,7.9,,0
243100.0,1139.0,3,3.0,4,1620.0,3,1,Industrial Quarter,Colonial,0,28.3,,0
197300.0,1677.0,3,2.0,36,1672.0,3,2,Industrial Quarter,Colonial,0,12.0,8.0,0
522600.0,2084.0,4,3.0,59,4235.0,1,1,Riverside Heights,Craftsman,0,1.4,8.0,1
146600.0,755.0,2,1.0,45,892.0,2,1,Lakeview,Craftsman,0,11.9,5.0,1
324600.0,2161.0,3,2.0,6,1998.0,2,2,Oak Park,Colonial,0,1.3,3.0,0
496100.0,3080.0,6,5.0,3,4052.0,1,2,Oak Park,Colonial,0,0.3,4.0,0
405400.0,2724.0,5,4.0,40,4034.0,3,1,Elm Street,Ranch,0,4.8,6.0,0
459400.0,2061.0,3,2.0,0,2703.0,2,3,Riverside Heights,Craftsman,0,2.7,6.0,0
343600.0,1637.0,3,3.0,9,2294.0,3,1,Sunset Hills,Townhouse,0,7.1,7.0,0
386400.0,1401.0,2,1.0,10,1795.0,2,2,Downtown Loft District,Townhouse,0,2.9,6.0,1
307900.0,1480.0,2,2.0,20,1766.0,2,2,Riverside Heights,Ranch,0,23.8,8.0,0
391300.0,2240.0,4,3.0,10,1291.0,1,3,Maple Grove,Colonial,1,1.3,6.0,1
321700.0,1448.0,2,2.0,35,2700.0,2,2,Lakeview,Craftsman,0,10.6,8.0,1
127900.0,500.0,1,1.0,2,1450.0,2,2,Maple Grove,Colonial,0,4.7,8.0,0
447200.0,1687.0,4,4.0,17,2404.0,3,3,Riverside Heights,Ranch,0,1.7,3.0,1
411400.0,1583.0,4,4.0,41,2899.0,3,1,Riverside Heights,Ranch,0,24.8,10.0,0
305900.0,1938.0,4,3.0,38,3300.0,3,2,Elm Street,Contemporary,0,24.8,8.0,0
195400.0,1171.0,1,1.0,21,2196.0,0,2,Elm Street,Colonial,0,8.2,8.0,1
200600.0,1385.0,3,2.0,9,2068.0,1,1,Maple Grove,Townhouse,0,1.6,8.0,0
374400.0,2131.0,5,4.0,16,3526.0,1,1,Maple Grove,Ranch,1,24.2,9.0,0
203200.0,1167.0,2,1.0,55,845.0,2,1,Lakeview,Contemporary,0,14.8,3.0,1
323400.0,1634.0,2,2.0,3,3501.0,2,3,Oak Park,Ranch,0,8.2,6.0,0
256500.0,1186.0,3,2.0,10,2327.0,3,2,Maple Grove,Colonial,0,1.4,6.0,1
505300.0,2346.0,5,3.0,15,3161.0,2,2,Sunset Hills,Townhouse,0,0.3,10.0,0
347300.0,1716.0,4,3.0,47,2110.0,1,2,Oak Park,Ranch,0,12.2,,0
390800.0,1923.0,4,3.0,34,2651.0,1,1,Lakeview,Ranch,0,19.0,6.0,0
145100.0,586.0,2,1.0,21,870.0,1,1,Riverside Heights,Craftsman,0,17.3,8.0,0
428800.0,1785.0,4,3.0,43,2078.0,2,2,Oak Park,Contemporary,1,9.4,3.0,1
413900.0,1575.0,3,3.0,5,1318.0,2,2,Lakeview,Craftsman,1,1.2,5.0,0
318100.0,1882.0,4,2.0,6,3238.0,1,2,Maple Grove,Craftsman,0,11.1,7.0,0
322400.0,1328.0,3,3.0,15,1603.0,2,1,Lakeview,Townhouse,0,2.0,6.0,0
273200.0,1461.0,3,2.0,5,800.0,3,1,Maple Grove,Ranch,0,11.5,5.0,0
323900.0,1561.0,3,2.0,5,2161.0,0,1,Sunset Hills,Ranch,0,0.9,7.0,1
396800.0,1618.0,3,1.0,4,1864.0,2,2,Riverside Heights,Townhouse,0,1.5,7.0,0
253300.0,1038.0,2,2.0,1,1812.0,0,2,Oak Park,Townhouse,0,0.9,6.0,0
463100.0,2463.0,4,3.0,26,5272.0,1,2,Oak Park,Townhouse,0,9.1,9.0,0
167900.0,708.0,1,1.0,41,1793.0,2,2,Sunset Hills,Ranch,1,5.8,5.0,1
457000.0,2045.0,4,3.0,2,2323.0,0,1,Riverside Heights,Craftsman,0,2.6,7.0,0
344400.0,2531.0,5,3.0,2,3974.0,2,2,Industrial Quarter,Ranch,0,7.7,8.0,0
237300.0,1586.0,3,3.0,3,1799.0,0,2,Elm Street,Craftsman,0,17.6,7.0,1
136900.0,500.0,1,1.0,15,1131.0,2,2,Lakeview,Townhouse,0,9.0,7.0,0
443100.0,2064.0,4,3.0,7,4238.0,2,2,Sunset Hills,Craftsman,0,6.3,7.0,1
301300.0,2361.0,3,2.0,11,2879.0,1,2,Industrial Quarter,Townhouse,0,6.9,9.0,0
430500.0,2327.0,4,3.0,25,3585.0,2,1,Oak Park,Contemporary,0,9.3,6.0,0
183800.0,803.0,1,1.0,12,800.0,1,1,Maple Grove,Colonial,0,8.0,10.0,1
214400.0,1412.0,2,2.0,34,2165.0,1,1,Maple Grove,Craftsman,0,6.6,3.0,1
312700.0,2280.0,4,4.0,21,1731.0,2,1,Industrial Quarter,Contemporary,0,17.6,7.0,0
397700.0,1917.0,3,3.0,11,1559.0,2,2,Sunset Hills,Craftsman,0,0.6,4.0,0
445000.0,2475.0,6,5.0,27,2406.0,0,1,Maple Grove,Contemporary,0,2.8,1.0,1
416100.0,2270.0,5,3.0,10,2244.0,3,2,Elm Street,Townhouse,1,11.1,6.0,1
405400.0,2086.0,4,3.0,30,2051.0,1,1,Oak Park,Craftsman,1,1.2,6.0,0
263300.0,1482.0,3,2.0,12,3374.0,2,1,Elm Street,Contemporary,0,1.5,9.0,0
282400.0,1134.0,2,1.0,18,1016.0,0,1,Lakeview,Ranch,0,0.9,9.0,0
222800.0,1163.0,1,2.0,3,2391.0,2,2,Maple Grove,Contemporary,0,11.5,6.0,1
290200.0,1499.0,2,1.0,26,3512.0,3,3,Elm Street,Colonial,0,2.4,6.0,0
896200.0,3346.0,6,5.0,12,4882.0,3,2,Riverside Heights,Contemporary,0,3.2,7.0,1
262900.0,1964.0,3,2.0,10,4014.0,2,1,Industrial Quarter,Craftsman,0,1.2,3.0,1
177500.0,735.0,1,1.0,10,800.0,2,2,Oak Park,Contemporary,0,2.7,6.0,0
351300.0,2111.0,4,3.0,14,2585.0,3,3,Maple Grove,Ranch,0,0.6,4.0,0
369200.0,1575.0,2,3.0,6,1429.0,2,1,Oak Park,Contemporary,0,3.9,7.0,0
528700.0,2296.0,5,4.0,36,3378.0,1,2,Riverside Heights,Colonial,0,5.6,7.0,1
423300.0,1619.0,3,3.0,7,1600.0,2,1,Lakeview,Contemporary,1,3.4,6.0,0
271600.0,1699.0,4,3.0,43,2148.0,2,3,Elm Street,Colonial,0,6.6,,0
304800.0,1289.0,3,3.0,14,1635.0,2,2,Lakeview,Craftsman,0,2.2,5.0,0
178300.0,916.0,1,1.0,28,1016.0,3,2,Elm Street,Colonial,1,6.1,5.0,0
475100.0,2472.0,5,4.0,113,2015.0,0,1,Lakeview,Contemporary,1,11.7,4.0,1
256300.0,1199.0,3,2.0,2,2370.0,3,1,Industrial Quarter,Colonial,1,0.9,4.0,0
711600.0,3028.0,6,4.0,35,4300.0,0,2,Downtown Loft District,Craftsman,1,4.0,6.0,0
329500.0,1440.0,2,1.0,57,2768.0,3,2,Riverside Heights,Craftsman,0,11.4,6.0,1
94100.0,500.0,1,1.0,18,800.0,1,2,Industrial Quarter,Townhouse,0,0.9,6.0,0
478000.0,2173.0,5,4.0,62,2976.0,3,1,Lakeview,Townhouse,1,0.3,5.0,0
309200.0,1574.0,3,1.0,16,2888.0,2,2,Oak Park,Colonial,0,4.0,5.0,0
388100.0,1424.0,3,2.0,17,2320.0,2,1,Riverside Heights,Craftsman,0,2.5,8.0,0
251500.0,1277.0,3,2.0,9,1018.0,1,1,Elm Street,Ranch,1,3.6,5.0,0
362200.0,2518.0,5,4.0,11,4293.0,2,1,Industrial Quarter,Townhouse,0,8.8,4.0,1
473100.0,2847.0,4,2.0,8,3197.0,2,2,Oak Park,Colonial,0,1.7,6.0,0
437000.0,1689.0,3,3.0,26,2245.0,2,1,Riverside Heights,Townhouse,1,9.2,9.0,0
678800.0,2313.0,4,3.0,17,3103.0,2,2,Downtown Loft District,Ranch,0,6.3,3.0,1
405700.0,3004.0,5,4.0,0,2753.0,3,1,Industrial Quarter,Townhouse,0,18.1,5.0,0
457100.0,2058.0,4,3.0,6,3050.0,2,1,Riverside Heights,Townhouse,0,4.7,6.0,0
221900.0,1133.0,3,3.0,8,2431.0,1,3,Industrial Quarter,Ranch,0,0.3,7.0,0
433900.0,2442.0,4,3.0,15,4774.0,2,1,Maple Grove,Ranch,0,4.0,9.0,0
293900.0,2250.0,3,3.0,24,3903.0,1,2,Industrial Quarter,Ranch,0,5.7,8.0,0
352000.0,1555.0,3,2.0,10,2561.0,1,1,Sunset Hills,Craftsman,0,13.9,9.0,0
308400.0,1243.0,2,2.0,13,2956.0,1,3,Downtown Loft District,Ranch,0,5.8,6.0,0
327800.0,1780.0,4,3.0,0,2141.0,1,2,Elm Street,Craftsman,1,2.2,4.0,0
200100.0,1300.0,2,2.0,42,993.0,2,1,Elm Street,Ranch,0,2.3,5.0,0
332400.0,2096.0,3,3.0,13,3723.0,2,1,Elm Street,Colonial,0,0.9,7.0,0
612100.0,2767.0,4,3.0,68,5218.0,3,1,Downtown Loft District,Contemporary,0,11.3,6.0,0
311500.0,1080.0,3,3.0,11,1027.0,2,2,Downtown Loft District,Colonial,0,6.0,5.0,1
413300.0,1980.0,3,1.0,10,2407.0,1,3,Lakeview,Contemporary,0,5.0,9.0,0
149500.0,917.0,2,1.0,7,2165.0,2,2,Elm Street,Contemporary,0,6.5,3.0,0
468200.0,2707.0,5,4.0,25,3919.0,2,1,Maple Grove,Contemporary,0,6.4,7.0,1
521100.0,1994.0,4,3.0,3,2884.0,1,1,Downtown Loft District,Colonial,0,14.2,5.0,0
199000.0,853.0,1,1.0,1,2789.0,1,1,Lakeview,Townhouse,0,0.3,4.0,0
573100.0,2871.0,5,4.0,6,6089.0,1,2,Oak Park,Ranch,0,13.8,6.0,0
478900.0,1946.0,3,3.0,28,2305.0,2,2,Downtown Loft District,Craftsman,0,3.8,7.0,0
314400.0,1599.0,4,3.0,9,1836.0,0,1,Oak Park,Townhouse,0,11.0,9.0,0
322600.0,1925.0,3,2.0,13,4038.0,2,1,,Ranch,0,9.9,5.0,0
343500.0,1791.0,3,2.0,22,1477.0,0,1,Lakeview,Craftsman,0,4.6,6.0,0
128300.0,500.0,1,1.0,0,800.0,2,2,,Contemporary,0,1.4,5.0,1
289900.0,1709.0,3,3.0,62,2259.0,0,2,Oak Park,Craftsman,0,1.7,9.0,0
334000.0,1690.0,3,2.0,59,1933.0,1,2,Lakeview,Craftsman,0,17.8,7.0,0
309600.0,1874.0,3,2.0,3,4022.0,2,2,Maple Grove,Townhouse,0,11.9,6.0,0
527600.0,1866.0,3,2.0,1,2951.0,3,2,Riverside Heights,Craftsman,0,0.6,5.0,0
383100.0,2196.0,4,3.0,2,2878.0,2,2,Oak Park,Contemporary,0,16.9,4.0,0
394400.0,,4,3.0,42,3023.0,2,2,Oak Park,Contemporary,0,20.7,10.0,0
502400.0,2078.0,2,1.0,7,2172.0,0,1,Riverside Heights,Townhouse,0,3.1,9.0,0
475300.0,2879.0,5,4.0,33,4164.0,2,1,Sunset Hills,Colonial,0,30.1,6.0,0
133600.0,807.0,1,1.0,54,800.0,2,2,Sunset Hills,Contemporary,0,19.9,6.0,0
690100.0,3161.0,6,5.0,22,4061.0,2,1,Lakeview,Townhouse,0,5.2,5.0,0
364600.0,1671.0,3,2.0,12,2698.0,1,1,Oak Park,Craftsman,1,1.1,8.0,0
273800.0,1142.0,2,1.0,16,2514.0,2,2,Maple Grove,Ranch,1,0.3,7.0,1
209700.0,1372.0,3,3.0,22,985.0,1,1,Elm Street,Craftsman,0,16.8,6.0,1
292700.0,1901.0,4,3.0,17,2251.0,2,1,Maple Grove,Colonial,0,31.1,7.0,0
265000.0,1531.0,2,2.0,0,2182.0,0,1,Oak Park,Townhouse,0,1.3,4.0,0
238100.0,816.0,1,1.0,1,800.0,2,3,Lakeview,Townhouse,0,6.1,5.0,0
875600.0,3105.0,7,,5,4506.0,3,2,Riverside Heights,Townhouse,0,2.6,8.0,0
213800.0,1659.0,3,2.0,38,1738.0,3,1,Industrial Quarter,Craftsman,0,2.2,5.0,0
297800.0,1024.0,2,2.0,8,1502.0,2,1,Riverside Heights,Ranch,0,11.8,7.0,0
195400.0,1711.0,2,1.0,102,,2,2,Elm Street,Ranch,0,0.4,7.0,0
385700.0,2107.0,4,3.0,21,2451.0,2,1,Elm Street,Contemporary,0,2.8,10.0,0
151400.0,691.0,1,2.0,6,1546.0,1,2,Elm Street,Contemporary,0,10.3,8.0,0
610700.0,2372.0,4,4.0,4,3359.0,0,3,Riverside Heights,Colonial,0,13.6,10.0,0
379800.0,2226.0,5,4.0,13,2107.0,2,2,Maple Grove,Townhouse,0,30.3,7.0,1
272600.0,1034.0,2,1.0,15,2999.0,2,2,Riverside Heights,Contemporary,1,1.5,6.0,0
429000.0,3079.0,6,5.0,21,4136.0,2,2,Elm Street,Craftsman,0,8.5,9.0,0
483700.0,2164.0,4,2.0,13,4121.0,2,1,Sunset Hills,Colonial,0,8.6,3.0,1
239600.0,1614.0,2,2.0,13,3209.0,0,2,Elm Street,Colonial,0,5.6,5.0,0
254700.0,1017.0,1,1.0,12,800.0,2,1,Sunset Hills,Colonial,0,1.4,5.0,1
534500.0,2832.0,5,4.0,18,3931.0,2,2,Maple Grove,Craftsman,1,1.7,1.0,0
370500.0,1523.0,3,1.0,39,3027.0,2,2,Lakeview,Ranch,0,1.0,4.0,0
374300.0,1926.0,3,2.0,7,2261.0,1,2,Sunset Hills,Craftsman,0,6.4,4.0,0
281200.0,1164.0,2,2.0,23,1205.0,0,1,Riverside Heights,Contemporary,0,8.6,8.0,0
284000.0,1610.0,3,2.0,9,991.0,3,2,Oak Park,Colonial,0,1.3,3.0,1
350100.0,1888.0,3,2.0,3,2162.0,2,2,Oak Park,Townhouse,0,6.8,8.0,0
133300.0,814.0,1,1.0,7,1022.0,2,1,Elm Street,Ranch,0,2.8,6.0,0
420300.0,1365.0,3,4.0,1,2385.0,2,1,Downtown Loft District,Colonial,0,11.6,5.0,0
236700.0,1098.0,2,1.0,4,2318.0,2,2,Oak Park,Townhouse,0,5.0,,0
220800.0,1503.0,2,2.0,15,2459.0,3,2,Elm Street,Ranch,0,14.7,4.0,0
554500.0,2417.0,4,3.0,47,5304.0,3,1,Riverside Heights,Colonial,1,9.2,6.0,0
207100.0,1243.0,2,2.0,30,1227.0,2,2,Elm Street,Craftsman,0,6.5,8.0,0
454700.0,2281.0,3,,21,3028.0,0,2,Lakeview,Colonial,0,45.0,9.0,0
345200.0,2446.0,6,4.0,23,2829.0,2,2,Elm Street,Craftsman,0,6.8,6.0,0
507000.0,2533.0,5,4.0,9,2304.0,0,1,,Ranch,0,9.7,6.0,0
228400.0,1432.0,1,1.0,7,3518.0,1,2,Elm Street,Contemporary,1,2.7,7.0,0
250400.0,1332.0,3,3.0,35,2429.0,1,1,Maple Grove,Craftsman,0,6.3,6.0,0
133900.0,831.0,2,1.0,10,1105.0,2,3,Industrial Quarter,Ranch,0,12.1,4.0,0
280200.0,2123.0,4,4.0,39,3274.0,1,2,Industrial Quarter,Contemporary,0,2.8,8.0,1
411400.0,2026.0,4,3.0,18,1891.0,2,1,Oak Park,Contemporary,1,15.2,4.0,1
352200.0,2405.0,5,4.0,41,4252.0,2,1,Industrial Quarter,Craftsman,1,6.7,8.0,0
692700.0,2890.0,6,5.0,55,4139.0,3,3,Riverside Heights,Contemporary,0,0.3,7.0,0
648300.0,2288.0,3,2.0,27,3898.0,2,2,Downtown Loft District,Townhouse,1,22.5,10.0,0
579800.0,2714.0,6,4.0,38,4185.0,1,1,Riverside Heights,Contemporary,0,0.8,8.0,0
144100.0,500.0,1,2.0,18,800.0,3,1,Maple Grove,Townhouse,0,7.5,7.0,0
352700.0,1856.0,4,4.0,4,,2,1,Industrial Quarter,Colonial,0,4.8,8.0,0
224800.0,1677.0,2,1.0,2,2278.0,2,1,Industrial Quarter,Contemporary,0,17.8,,0
308400.0,1919.0,3,3.0,7,2473.0,2,2,Maple Grove,Craftsman,0,7.1,7.0,0
477900.0,2999.0,5,3.0,8,4367.0,3,2,Oak Park,Craftsman,0,10.5,5.0,0
316100.0,1993.0,4,4.0,20,2341.0,1,1,Maple Grove,Ranch,0,8.7,3.0,0
152200.0,781.0,2,2.0,14,833.0,3,2,Industrial Quarter,Townhouse,0,5.0,8.0,0
166800.0,791.0,1,1.0,39,800.0,2,3,Oak Park,Townhouse,0,3.6,6.0,1
313800.0,2262.0,4,3.0,11,3597.0,2,1,Industrial Quarter,Colonial,0,6.6,5.0,0
385600.0,1804.0,3,3.0,7,3149.0,2,2,,Craftsman,0,8.5,7.0,0
431700.0,1969.0,2,2.0,19,800.0,1,2,Riverside Heights,Contemporary,0,8.3,10.0,1
311500.0,1728.0,3,2.0,1,2571.0,2,1,Elm Street,Colonial,0,0.3,7.0,1
363900.0,1830.0,2,1.0,1,2395.0,1,1,Sunset Hills,Contemporary,0,4.0,7.0,0
399900.0,1992.0,3,1.0,13,3102.0,1,1,Oak Park,Craftsman,1,1.5,7.0,0
405300.0,2280.0,4,3.0,2,3138.0,2,2,Elm Street,Colonial,0,2.0,7.0,0
341100.0,1924.0,3,2.0,3,2912.0,3,1,Oak Park,Townhouse,0,8.7,8.0,0
398700.0,1844.0,5,4.0,24,4674.0,2,2,Elm Street,Ranch,1,1.6,4.0,1
758100.0,3016.0,6,4.0,22,4647.0,2,2,Riverside Heights,Colonial,0,8.4,5.0,0
474800.0,2617.0,4,3.0,38,3349.0,2,1,Oak Park,Colonial,0,0.3,8.0,0
647800.0,2635.0,5,3.0,28,3973.0,2,2,Downtown Loft District,Craftsman,1,4.4,7.0,0
603000.0,2797.0,5,4.0,3,4243.0,2,2,Sunset Hills,Craftsman,0,16.8,5.0,1
416800.0,1633.0,3,2.0,40,2653.0,3,2,Riverside Heights,Townhouse,0,3.8,6.0,0
539800.0,2074.0,4,3.0,23,3020.0,1,1,Downtown Loft District,Ranch,0,13.5,7.0,0
290200.0,1617.0,2,2.0,6,2553.0,0,1,Lakeview,Colonial,0,45.0,7.0,0
308900.0,1821.0,4,3.0,13,2491.0,0,2,Elm Street,Ranch,0,0.8,10.0,1
283500.0,1687.0,4,3.0,10,3719.0,3,1,Industrial Quarter,Ranch,0,8.1,5.0,0
373800.0,1646.0,3,2.0,8,2126.0,1,1,Oak Park,Craftsman,0,4.0,8.0,1
507900.0,2256.0,4,3.0,8,2917.0,3,1,Lakeview,Contemporary,0,1.0,9.0,0
257100.0,1614.0,3,2.0,25,2329.0,2,1,Oak Park,Colonial,0,3.8,3.0,0
288400.0,1826.0,3,2.0,6,1845.0,2,3,Elm Street,Townhouse,0,1.5,5.0,1
173000.0,500.0,1,1.0,37,800.0,2,1,Riverside Heights,Craftsman,1,0.3,7.0,0
733300.0,3041.0,5,5.0,22,5077.0,1,2,Downtown Loft District,Contemporary,0,7.9,6.0,0
535400.0,2263.0,3,3.0,46,2849.0,2,2,Riverside Heights,Craftsman,0,9.3,6.0,0
383600.0,1554.0,3,3.0,45,2500.0,2,2,Riverside Heights,Colonial,1,11.4,6.0,0
470900.0,2830.0,5,4.0,14,4513.0,1,2,Maple Grove,Craftsman,0,5.0,4.0,0
212100.0,1298.0,3,,14,1034.0,1,2,Industrial Quarter,Townhouse,0,0.7,6.0,0
280500.0,1773.0,3,3.0,9,800.0,2,1,Elm Street,Contemporary,0,4.8,8.0,0
287500.0,1990.0,4,3.0,34,3885.0,1,2,Industrial Quarter,Craftsman,1,18.3,6.0,1
123900.0,626.0,1,1.0,9,800.0,2,1,Sunset Hills,Contemporary,0,29.7,6.0,1
384900.0,1722.0,3,3.0,71,2673.0,3,2,Riverside Heights,Colonial,0,7.0,6.0,1
382500.0,2023.0,4,3.0,26,2041.0,2,1,Riverside Heights,Townhouse,0,2.5,6.0,0
616000.0,3110.0,7,6.0,30,4981.0,2,2,Sunset Hills,Contemporary,0,3.2,7.0,0
301300.0,2363.0,4,2.0,84,2276.0,2,3,Industrial Quarter,Colonial,0,2.7,4.0,1
335200.0,1276.0,3,1.0,19,1167.0,2,2,Downtown Loft District,Colonial,0,9.1,9.0,0
327600.0,2135.0,4,,5,1582.0,0,1,Industrial Quarter,Colonial,0,3.3,6.0,1
426500.0,2904.0,6,4.0,88,4901.0,1,1,Oak Park,Colonial,0,12.8,6.0,0
445400.0,,4,3.0,23,3201.0,3,3,Oak Park,Colonial,1,11.0,5.0,0
355100.0,2366.0,4,3.0,8,2506.0,2,1,Elm Street,Colonial,0,10.7,6.0,1
478000.0,2053.0,3,1.0,2,3156.0,0,2,Riverside Heights,Craftsman,1,11.0,9.0,0
548800.0,2793.0,6,5.0,2,2206.0,0,2,Sunset Hills,Craftsman,0,2.4,4.0,0
441000.0,1794.0,4,4.0,22,2714.0,2,3,Sunset Hills,Colonial,0,1.6,7.0,0
280500.0,1934.0,3,2.0,37,1190.0,1,2,Elm Street,Colonial,0,7.1,8.0,0
236700.0,1315.0,2,2.0,32,1588.0,2,2,Elm Street,Ranch,0,0.3,6.0,1
353400.0,1779.0,3,3.0,2,3578.0,3,1,Maple Grove,Colonial,0,0.6,8.0,0
300500.0,1276.0,2,1.0,3,858.0,2,2,Lakeview,Contemporary,0,1.3,4.0,0
377700.0,1765.0,2,1.0,59,2936.0,1,2,Lakeview,Townhouse,1,4.3,7.0,1
507600.0,2451.0,5,4.0,4,3144.0,2,1,Maple Grove,Townhouse,0,3.0,6.0,1
243200.0,1477.0,3,2.0,2,2406.0,1,2,Sunset Hills,Ranch,0,18.2,2.0,0
317700.0,2075.0,4,3.0,0,2482.0,2,1,Industrial Quarter,Ranch,0,11.7,5.0,1
422900.0,,2,2.0,6,3032.0,3,1,Sunset Hills,Townhouse,1,16.2,7.0,1
240800.0,1866.0,4,3.0,10,3009.0,3,1,Industrial Quarter,Craftsman,0,28.6,5.0,0
505400.0,2620.0,4,3.0,2,5465.0,1,2,Oak Park,Contemporary,0,0.3,8.0,1
215000.0,1898.0,3,3.0,18,3986.0,0,2,Industrial Quarter,Contemporary,0,4.3,2.0,0
519500.0,2202.0,3,2.0,25,3219.0,2,2,Riverside Heights,Colonial,0,7.4,8.0,0
411300.0,1801.0,3,3.0,5,2552.0,3,2,Lakeview,Townhouse,1,13.0,5.0,0
444300.0,1981.0,3,3.0,9,2677.0,1,2,Riverside Heights,Townhouse,1,13.9,4.0,0
227600.0,1009.0,2,1.0,29,1644.0,3,2,Oak Park,Ranch,0,10.7,9.0,1
230500.0,1373.0,3,2.0,15,2019.0,2,2,Industrial Quarter,Craftsman,0,4.4,9.0,0
343400.0,1734.0,4,4.0,17,2776.0,2,2,Elm Street,Contemporary,1,4.2,7.0,1
337400.0,2081.0,4,2.0,2,939.0,2,1,Elm Street,Townhouse,0,8.6,10.0,0
360300.0,2228.0,5,5.0,12,2650.0,2,2,Industrial Quarter,Ranch,1,10.7,10.0,0
492800.0,1916.0,3,2.0,0,1723.0,2,2,Riverside Heights,Townhouse,1,1.3,8.0,0
